pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
9bj4	F	G	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/05/25	Structure of the SARS-CoV-2 S 6P trimer complex with the human neutralizing antibody Fab fragment, C952	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Rubio, A.A., Abernathy, M.E., Barnes, C.O.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGLV1	Lambda	None	None	None	None	None
8tmc	H	L	0	A | E	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C12 and 20 mM MgCl2, State MG20-2	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmc	F	G	0	C | B	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C12 and 20 mM MgCl2, State MG20-2	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmg	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmg	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmh	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmh	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmi	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmi	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmj	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2D	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmj	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-2D	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmk	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmk	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tml	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tml	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmm	H	L	0	D | C	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmm	F	G	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-2A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8z7j	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of APJR-Gi complex with agonistic antibody	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	3.12	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8z7j	N	NA	0	R	protein	NA	soluble cytochrome b562,apelin receptor	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of APJR-Gi complex with agonistic antibody	Homo sapiens	homo sapiens		homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	3.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8tmb	H	L	0	A | E	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C12 and 20 mM MgCl2, State MG20-1	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmd	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-1A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tme	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-1B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmf	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of CorA in complex with conformation-specific synthetic antibody C18 and 100 uM MgCl2, State MG0.1-1C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmn	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-1D	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmo	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-1C	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmp	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-1B	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8tmq	H	L	0	B | A	protein | protein	NA | NA	cobalt/magnesium transport protein cora | cobalt/magnesium transport protein cora	MEMBRANE PROTEIN	02/12/25	Cryo-EM structure of magnesium depleted CorA in complex with conformation-specific synthetic antibody C18, State MGD-1A	Homo sapiens; Thermotoga maritima	homo sapiens	homo sapiens	thermotoga maritima | thermotoga maritima	Erramilli, S.K., Perozo, E., Kossiakoff, A.A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8v13	H	L	0	T	protein	NA	short neurotoxin 1	ANTITOXIN/IMMUNE SYSTEM	01/29/25	Crystal structure of Black mamba toxin in complex with Centi-SNX-B03 antibody	Dendraspis polylepis polylepis; Homo sapiens	homo sapiens	homo sapiens	dendraspis polylepis polylepis	Pletnev, S., Glanville, J., Kwong, P.D.	1.8	X-RAY DIFFRACTION	0.229	0.181	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
8v13	h	l	0	t	protein	NA	unknown	ANTITOXIN/IMMUNE SYSTEM	01/29/25	Crystal structure of Black mamba toxin in complex with Centi-SNX-B03 antibody	Dendraspis polylepis polylepis; Homo sapiens	homo sapiens	homo sapiens	dendraspis polylepis polylepis	Pletnev, S., Glanville, J., Kwong, P.D.	1.8	X-RAY DIFFRACTION	0.229	0.181	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
8vkx	H	L	0	A	protein	NA	vp1	VIRAL PROTEIN/IMMUNE SYSTEM	02/19/25	VX22 bound to GII.4 P domain	Homo sapiens; Norovirus Hu/GII.4/Sydney/NSW0514/2012/AU	homo sapiens	homo sapiens	norovirus hu/gii.4/sydney/nsw0514/2012/au	Olia, A.S., Park, J., Lindesmith, L.C., Kwong, P.D.	3.35	X-RAY DIFFRACTION	0.272	0.245	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
8vqf	B	A	0	C	protein	NA	major allergen can f 1	ALLERGEN/IMMUNE SYSTEM	01/22/25	X-ray crystal structure of natural Can f 1 in complex with human IgE 1J11 Fab	Canis lupus familiaris; Homo sapiens	homo sapiens	homo sapiens	canis lupus familiaris	Khatri, K., Ball, A., Richardson, C.M., Smith, S.A., Champan, M.D., Pomes, A., Chruszcz, M.	3.109	X-RAY DIFFRACTION	0.268	0.248	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
8xqe	S	S	0	A | B	protein | protein	NA | NA	g protein subunit alpha i1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of human dimeric APJR-Gi complex with apelin-13.	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	3.48	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8xqf	S	S	0	A | B	protein | protein	NA | NA	g protein subunit alpha i1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of human monomeric APJR-Gi complex with apelin-13.	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	3.13	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8xqj	A	NA	0	C	protein	NA	soluble cytochrome b562,apelin receptor	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of human dimeric APJR complex with antagonistic antibody	Homo sapiens	homo sapiens		homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	2.95	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8xqj	B	NA	0	D	protein	NA	soluble cytochrome b562,apelin receptor	SIGNALING PROTEIN	01/22/25	Cryo-EM structure of human dimeric APJR complex with antagonistic antibody	Homo sapiens	homo sapiens		homo sapiens	Yue, Y., Liu, L.E., Wu, L.J., Xu, F.	2.95	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8xsd	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/12/25	BA.5 Spike complex with CR9	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Feng, L.L.	3.55	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
8xsd	G	J	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/12/25	BA.5 Spike complex with CR9	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Feng, L.L.	3.55	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
8xsd	I	K	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/12/25	BA.5 Spike complex with CR9	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Feng, L.L.	3.55	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
8y01	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	02/12/25	Cryo-EM structure of Medium-wave-sensitive opsin 1	Bos taurus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Peng, Q., Jiang, H.H., Cheng, X.Y., Li, J., Zhang, J.	2.48	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8y3h	G	H	0	A	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8y3h	I	J	0	C	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8y3h	K	L	0	E	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8y3i	G	H	0	A	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody C10 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
8y3i	I	J	0	E	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody C10 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
8y3i	K	L	0	C	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 N153Q mutant in complex with human antibody C10 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
8y3k	G	H	0	A	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8y3k	I	J	0	E	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8y3k	K	L	0	C	protein	NA	envelope protein	VIRUS/IMMUNE SYSTEM	01/29/25	Cryo-EM structure of dengue virus serotype 2 strain D2Y98P-PP1 in complex with human antibody 2D22 Fab at 37 deg C	dengue virus type 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus type 2	Fibriansah, G., Ng, T.S., Lim, X.N., Tan, A.W.K., Shi, J., Lok, S.M.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
