pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	species
8tbb	H	L	0	D	protein		t-cell immunoglobulin mucin receptor 3	IMMUNE SYSTEM	08/28/24	F9S, novel TIM-3 targeting antibody, bound to IgV domain of TIM-3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V., van Dyk, N., Mazor, Y., Yang, C.	2.5	X-RAY DIFFRACTION	0.241	0.191	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8tft	I	M	0	F	protein		t-cell immunoglobulin mucin receptor 3	IMMUNE SYSTEM	08/28/24	Fab of O13-1 human IgG1 antibody bound to IgV domain of human TIM-3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V.Y., van Dyk, N., Mazor, Y., Yang, C.	2.3	X-RAY DIFFRACTION	0.271	0.244	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
8zhe	H	L	0	A	protein		spike glycoprotein,fibritin,expression tag	VIRAL PROTEIN/IMMUNE SYSTEM	08/21/24	SARS-CoV-2 spike trimer (6P) in complex with three R1-26 Fabs	Enterobacteria phage T6; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; synthetic construct	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, enterobacteria phage t6, synthetic construct 	Yan, Q., Gao, X., Liu, B., Hou, R., He, P., Li, Z., Chen, Q., Wang, J., He, J., Chen, L., Zhao, J., Xiong, X.	3.16	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV6	Lambda						SARS-CoV-2
8kdm	G	F	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/14/24	Structure of SARS-CoV Spike protein complexed with antibody PW5-5	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	2.87	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8kds	E	D	0	A	protein		spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	08/14/24	Trimer state of SARS-CoV Spike protein complexed with antibody PW5-535	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	3.05	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8kdt	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/14/24	The local refined map of SARS-CoV Spike protein complexed with antibody PW5-5	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	3.04	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8keo	E	D	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/14/24	Structure of SARS-CoV-2 Omicron BA.1 Spike complexed with antibody PW5-570	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	2.78	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8kep	H	L	0	A	protein		spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	08/14/24	The local refined map of SARS-CoV-2 Omicron BA.1 Spike complexed with antibody PW5-570	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	2.93	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8keq	E	D	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/14/24	State 1 of SARS-CoV-2 XBB Variant Spike protein trimer complexed with antibody PW5-5	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	3.14	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8ker	I	H	0	C	protein		spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	08/14/24	Structure of SARS-CoV-2 XBB Variant Spike protein complexed with broadly neutralizing antibody PW5-535	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, L., Mao, Q., Wang, Y.	2.95	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8tnj	D	C	0	A	protein		9mer peptide,beta-2-microglobulin,mhc class i antigenchimera 	IMMUNE SYSTEM	08/14/24	Cryo-EM structure of HLA-B*73:01 bound to a 9mer peptide and two Fabs	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ross, P., Adams, E.J., Lodwick, J., Zhao, M., Slezak, T., Kossiakoff, A.	3.1	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8sdh	H	L	0	B	protein		spike protein s1	IMMUNE SYSTEM	08/07/24	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC25.56	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Wilson, I.A.	2.84	X-RAY DIFFRACTION	0.283	0.246	False	True	IGHV5	IGLV3	Lambda						SARS-CoV-2
8vcr	D	F	0	C	protein		spike protein s2	VIRAL PROTEIN	07/31/24	SARS-CoV-2 Spike S2 bound to Fab 54043-5	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Johnson, N.V., McLellan, J.S.	3.0	ELECTRON MICROSCOPY			False	True	IGHV4	IGKV3	Kappa						SARS-CoV-2
8vif	H	L	0	R	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/24/24	SARS-CoV-2 spike omicron (BA.1) ectodomain trimer in complex with SC27 Fab, local refinement	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Byrne, P.O., McLellan, J.S.	3.1	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV1	Lambda						SARS-CoV-2
8vke	H	L	0	R	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/24/24	SARS-CoV-2 spike omicron (BA.1) RBD ectodomain dimer-of-trimers in complex with SC27 Fabs	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Byrne, P.O., McLellan, J.S.	3.1	ELECTRON MICROSCOPY			False	True	IGHV2	IGLV1	Lambda						SARS-CoV-2
8udz	C	D	0	B	protein		transforming growth factor beta-1 proprotein	SIGNALING PROTEIN/IMMUNE SYSTEM	07/17/24	The Structure of LTBP-49247 Fab Bound to TGFbeta1 Small Latent Complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Streich Jr., F.C., Nicholls, S.B., Boston, C.J., Ramachandran, S.	2.21	X-RAY DIFFRACTION	0.264	0.232	False	True	IGHV3	IGLV6	Lambda						Homo Sapiens
8q5y	R	L	0	D	protein		spike glycoprotein	VIRAL PROTEIN	07/17/24	cryoEM structure of SARS-CoV2 Spike trimer in complex with Fab23	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hallberg, M., Das, H.	2.6	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8xse	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/17/24	SARS-CoV-2 RBD + IMCAS-123 + IMCAS-72 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	2.5	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8xsf	H	L	0	B	protein		spike protein s1	VIRAL PROTEIN/HYDROLASE/IMMUNE SYSTEM	07/17/24	SARS-CoV-2 RBD + IMCAS-364 + hACE2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	2.16	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8xsi	H	L	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/17/24	SARS-CoV-2 RBD + IMCAS-364 (Local Refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	2.1	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8xsj	H	L	0	B	protein		spike protein s1	VIRAL PROTEIN/HYDROLASE/IMMUNE SYSTEM	07/17/24	SARS-CoV-2 Omicron BA.4 RBD + IMCAS-316 + ACE2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	2.61	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8xsl	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/17/24	SARS-CoV-2 spike + IMCAS-123	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	3.2	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8vui	A	G	0	D	protein		erythropoietin receptor	IMMUNE SYSTEM	07/10/24	Structure of FabS1CE-EPR-1, an elbow-locked Fab, in complex with the erythropoeitin receptor	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Singer, A.U., Bruce, H.A., Blazer, L., Adams, J.J., Sidhu, S.S.	2.1	X-RAY DIFFRACTION	0.24	0.197	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8vvm	A	G	0	I	protein		erythropoietin receptor	IMMUNE SYSTEM	07/10/24	Structure of FabS1CE1-EPR1-1 in complex with the erythropoietin receptor	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Singer, A.U., Bruce, H.A., Pavlenco, A., Ploder, L., Luu, G., Blazer, L., Adams, J.J., Sidhu, S.S.	2.9	X-RAY DIFFRACTION	0.273	0.219	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8vvo	A	G	0	I	protein		erythropoietin receptor	IMMUNE SYSTEM	07/10/24	Structure of FabS1CE2-EPR1-1 in complex with the erythropoietin receptor	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Singer, A.U., Bruce, H.A., Pavlenco, A., Ploder, L., Luu, G., Blazer, L., Adams, J.J., Sidhu, S.S.	3.09	X-RAY DIFFRACTION	0.289	0.253	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8y6a	C	D	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/03/24	Cryo-EM structure of SARS-CoV-2 Omicron BA.2.86 RBD in complex with human ACE2 and S309 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Li, L.J., Gu, Y.H., Qi, J.X., Gao, G.F.	2.72	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8tv1	D	E	0	C	protein		ephrin type-a receptor 2	SIGNALING PROTEIN/IMMUNE SYSTEM	06/26/24	Structure of the EphA2 LBDCRD bound to FabS1C_L1	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Singer, A.U., Bruce, H.A., Blazer, L., Adams, J.J., Sicheri, F., Sidhu, S.S.	2.6	X-RAY DIFFRACTION	0.246	0.202	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8c0y	B	D	0	A	protein		spike protein s2'	VIRAL PROTEIN	06/19/24	SARS-CoV2 Omicron BA.1 RBD in complex with CAB-A17 antibody	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Das, H., Hallberg, B.M.	2.68	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
8qh0	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN	06/19/24	Crystal structure of the SARS-CoV-2 RBD with the antibody Cv2.3194	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Fernandez, I., Rey, F.A.	1.87	X-RAY DIFFRACTION	0.209	0.185	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
8qh1	H	L	0	E	protein		spike glycoprotein	VIRAL PROTEIN	06/19/24	Crystal structure of the SARS-CoV-2 RBD from the Omicron BA4 variant with the antibody Cv2.3194	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Fernandez, I., Rey, F.A.	2.65	X-RAY DIFFRACTION	0.232	0.198	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
8rp8	A	B	0	C	protein		leukocyte surface antigen cd47	IMMUNE SYSTEM	06/19/24	Structure of K2 Fab in complex with human CD47 ECD	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Laursen, M., Kelpsas, V., Rose, N.	2.0	X-RAY DIFFRACTION	0.214	0.18	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8rpb	H	L	0	P	protein		programmed cell death 1 ligand 1	IMMUNE SYSTEM	06/19/24	Structure of S79 Fab in complex with IgV domain of human PD-L1	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Svensson, A., Kelpsas, V., Laursen, M., Rose, N.	2.794	X-RAY DIFFRACTION	0.251	0.229	False	True	IGHV3	IGLV2	Lambda						Homo Sapiens
8ts0	H	L	0	A	protein		asialoglycoprotein receptor 1	SUGAR BINDING PROTEIN/IMMUNE SYSTEM	06/19/24	Crystal Structure of human ASGR1 CRD (Carbohydrate Recognition Domain) bound to 8M24 Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Sampathkumar, P., Li, Y.	1.7	X-RAY DIFFRACTION	0.205	0.173	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
8u31	C	B	0	A	protein		programmed cell death protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	06/19/24	Crystal structure of PD-1 in complex with a Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Sun, D., Masureel, M.	2.73	X-RAY DIFFRACTION	0.238	0.199	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8u32	C	B	0	A	protein		programmed cell death protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	06/19/24	Crystal structure of PD-1 in complex with a Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Sun, D., Masureel, M.	2.51	X-RAY DIFFRACTION	0.23	0.195	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8urf	H	L	0	A	protein		asialoglycoprotein receptor 2	SUGAR BINDING PROTEIN	06/19/24	Crystal Structure of human ASGR2 CRD (Carbohydrate Recognition Domain) bound to 8G8 Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Sampathumar, P., Li, Y.	1.9	X-RAY DIFFRACTION	0.204	0.166	False	True	IGHV1	IGKV12	Kappa						Homo Sapiens
8hlc	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	06/05/24	S protein of SARS-CoV-2 in complex with 3711	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhang, Y.Y., Guo, Y.Y., Zhou, Q.	2.8	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8hld	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/05/24	S protein of SARS-CoV-2 in complex with 26434	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhang, Y.Y., Guo, Y.Y., Zhou, Q.	2.8	ELECTRON MICROSCOPY			False	True	IGHV1	IGLV3	Lambda						SARS-CoV-2
8p5m	G	L	0	I	protein		spike protein s1	VIRAL PROTEIN	01/08/09	SARS-CoV-2 Spike RBD in complex with Mab-23 (Fab)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Das, H., Hallberg, B.M.	2.8	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8r9x	H	L	0	A	protein		pdcov spike glycoprotein s1a domain	VIRAL PROTEIN	06/05/24	Local refinement of the PDCoV spike glycoprotein ectodomain in complex with the 22C10 antibody Fab fragment	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Debski-Antoniak, O., Hurdiss, D.L.	3.1	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
8tzw	H	L	0	C	protein		10e8-gt4 epitope scaffold	IMMUNE SYSTEM	06/12/24	Crystal structure of 10E8-GT4 scaffold in complex with a human 10E8 inferred germline (10E8-iGL1)	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Irimia, A., Wilson, I.A.	2.66	X-RAY DIFFRACTION	0.259	0.216	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
8u03	H	L	0	C	protein		10e8-gt10.1 epitope scaffold	IMMUNE SYSTEM	06/12/24	Crystal structure of non-glycosylated 10E8-GT10.1 scaffold in complex with a human 10E8 NGS precursor (10E8-NGS-03)	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Irimia, A., Wilson, I.A.	2.72	X-RAY DIFFRACTION	0.249	0.22	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
8u08	H	L	0	C	protein		10e8-gt11 epitope scaffold	IMMUNE SYSTEM	06/12/24	Crystal structure of 10E8-GT11 scaffold in complex with a human 10E8 inferred germline (10E8-iGL1)	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Irimia, A., Wilson, I.A.	1.98	X-RAY DIFFRACTION	0.236	0.186	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
8v4f	B	D	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/05/24	Model and map from local refinement of a CAB-A17 - Omicron Ba.1 spike complex	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	2.68	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
8x0y	E	F	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/05/24	Crystal structure of JM-1A in complex with SARS-CoV-2 RBD	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Mohapatra, A., Chen, X.	1.94	X-RAY DIFFRACTION	0.223	0.194	False	True	IGHV4	IGKV1	Kappa						SARS-CoV-2
8c2r	F	E	0	A	protein		spike glycoprotein	VIRAL PROTEIN	05/22/24	SARS-CoV2 Omicron BA.1 spike in complex with CAB-A17 antibody	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Das, H., Hallberg, B.M.	2.56	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
8yx1	H	L	0	R	protein		tumor necrosis factor receptor superfamily member 5	IMMUNE SYSTEM	05/08/24	CD40 in complex with Bleselumab Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Caaveiro, J.M.M., Fernandez-Perez, J., Tsumoto, K.	2.7	X-RAY DIFFRACTION	0.265	0.204	False	True	IGHV4	IGKV1	Kappa						Homo Sapiens
8yx9	H	L	0	A	protein		tumor necrosis factor receptor superfamily member 5	IMMUNE SYSTEM	05/08/24	CD40 in complex with Dacetuzumab Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Caaveiro, J.M.M., Fernandez-Perez, J., Tsumoto, K.	2.8	X-RAY DIFFRACTION	0.262	0.209	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8ruu	B	C	0	X	protein		interleukin-17f	IMMUNOSUPPRESSANT	04/24/24	Fabs derived from bimekizumab in complex with IL-17F	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Adams, R., Lawson, A.D.G.	2.81	X-RAY DIFFRACTION	0.242	0.204	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8xi6	D	E	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/24/24	SARS-CoV-2 Omicron BQ.1.1 Variant Spike Protein Complexed with MO11 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ishimaru, H., Nishimura, M., Shigematsu, H., Marini, M.I., Hasegawa, N., Takamiya, R., Iwata, S., Mori, Y.	2.3	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV3	Lambda						SARS-CoV-2
8khc	F	G	0	B	protein		spike glycoprotein	VIRAL PROTEIN	04/17/24	SARS-CoV-2 Omicron spike in complex with 5817 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cao, L., Wang, X.	3.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV3	Lambda						SARS-CoV-2
8uky	H	L	0	C	protein		bcl-2 homologous antagonist/killer	APOPTOSIS/INHIBITOR	04/10/24	Crystal structure of BAK in complex with inhibiting antibody 14G6	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Miller, M.S., Czabotar, P.E.	2.398	X-RAY DIFFRACTION	0.252	0.215	False	True	IGHV1	IGKV6	Kappa						Homo Sapiens
8v52	D	C	0	B	protein		transforming growth factor beta-3	CYTOKINE/IMMUNE SYSTEM	04/10/24	Crystal structure of 2A10 Fab bound to Human TGF-beta3	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Yin, J., Lupardus, P.J.	2.5	X-RAY DIFFRACTION	0.269	0.221	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8vye	B	C	0	K	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	SARS-CoV-2 S (C.37 Lambda variant) plus S309, S2L20, and S2X303 Fabs	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.7	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8vyf	B	C	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	SARS-CoV-2 S NTD (C.37 Lambda variant) plus S2L20 and S2X303 Fabs, local refinement	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.2	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
8vyg	A	B	0	R	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/27/24	SARS-CoV-2 S RBD (C.37 Lambda variant) plus S309 Fab, local refinement	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.1	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
8iow	H	L	0	I	protein		interleukin-6 receptor subunit alpha	IMMUNE SYSTEM	01/08/09	Cryo-EM structure of the sarilumab Fab/IL-6R complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	She, J., Chen, L., Wang, M.X.	3.2	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
8tbq	H	L	0	P	protein		v-type immunoglobulin domain-containing suppressor of t-cell activation 	PROTEIN BINDING,IMMUNE SYSTEM	03/20/24	The crystal structure of human VISTA extra cellular domain in complex with Fab fragment of pH-selective anti-VISTA antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	van der Horst, E.H., Mukherjee, A., Thisted, T.	2.593	X-RAY DIFFRACTION	0.291	0.237	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
